Company Name,Post,Job location,Company Rating,Post Date,Job location city
MedGenome Labs,Genome Analyst,India,3.8 of stars rating,Posted30+ days ago,Remote Job(based in India)
Deloitte,Data Visualization/Tableau Developer,"Bengaluru, Karnataka",4.1 of stars rating,Posted1 day ago,Bengaluru
Mercedes-Benz Research and Development India...,Vehicle Drive Data Analytics on Azure,"Bengaluru, Karnataka",4.0 of stars rating,PostedToday,Bengaluru
systems plus,Data Analyst,India,3.7 of stars rating,Posted30+ days ago,Remote Job(based in India)
Ex Libris,"Associate Analyst, RWD Analytics","Bengaluru, Karnataka",3.7 of stars rating,Posted1 day ago,Bengaluru
Deloitte,Analyst -Tech CoE- Data Scientist,"Gurgaon, Haryana",3.9 of stars rating,Posted15 days ago,Gurgaon
Entrolabs It solutions,Data Analyst,"Vijayawada, Andhra Pradesh",3.7 of stars rating,Posted30+ days ago,Vijayawada
Tekion,Data Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
General Mills,"GIC: Analyst - SC Analytics, Network","Remote in Mumbai, Maharashtra",3.7 of stars rating,PostedToday,Remote in Mumbai
MSCI Inc,Equity Index Quant Analyst,"Mumbai, Maharashtra",4.1 of stars rating,Posted14 days ago,Mumbai
Ex Libris,Junior Scientific Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
Crunch,Customer Support Analyst,"Remote in Mumbai, Maharashtra",3.8 of stars rating,Posted6 days ago,Remote in Mumbai
PhillipCapital,Fundamental Equity Research Analyst Code,"Mumbai, Maharashtra",4.0 of stars rating,Posted30+ days ago,Mumbai
Accenture,Senior Analyst-Data Science,"Bengaluru, Karnataka+1 location",3.7 of stars rating,PostedToday,Bengaluru
ADCI - BLR 14 SEZ,"Risk Control Analyst, Suspicious Activity Monitoring","Bengaluru, Karnataka",3.8 of stars rating,Posted2 days ago,Bengaluru
Maruti Suzuki India Ltd,Assistant/Deputy Manager - Geo-Spatial Data Analyst,"Gurgaon, Haryana",4.1 of stars rating,Posted30+ days ago,Gurgaon
Terra Economics & Analytics Lab (TEAL),Data Quality Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
Boston Consulting Group,IT Operations Analyst,"New Delhi, Delhi",4.0 of stars rating,Posted8 days ago,New Delhi
Morgan Stanley,"Analyst - iMove, Mobility","Bengaluru, Karnataka",3.5 of stars rating,Posted1 day ago,Bengaluru
Amadeus,Product Definition Analyst- Data Domain,"Bengaluru, Karnataka",3.4 of stars rating,Posted6 days ago,Bengaluru
McAfee Enterprise,Data Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted29 days ago,Bengaluru
Philips,Software Technologist - Data Analyst,"Bengaluru, Karnataka",3.8 of stars rating,Posted1 day ago,Bengaluru
SCRUFF,Business Analyst,"Kurla, Mumbai, Maharashtra",4.0 of stars rating,PostedJust posted,Kurla
Barclays,RFT CDO - Data Management Analyst,"Pune, Maharashtra",4.0 of stars rating,Posted7 days ago,Pune
EY,Lead Analyst- Data Privacy,"Gurgaon, Haryana",4.0 of stars rating,Posted10 days ago,Gurgaon
Ameriprise Financial,Data Analyst Process Trainee,"Gurgaon, Haryana",4.3 of stars rating,Posted30+ days ago,Gurgaon
Morningstar,Business Analyst,"Mumbai, Maharashtra",4.0 of stars rating,PostedToday,Mumbai
"JPMorgan Chase Bank, N.A.",Analyst - WM Solutions - DAM IRT - Risk & Analytics,"Mumbai, Maharashtra",4.1 of stars rating,PostedJust posted,Mumbai
Honeywell,Logistics Analyst 1,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Northern Trust Corp.,"Analyst, Market Data","Bengaluru, Karnataka",4.0 of stars rating,PostedToday,Bengaluru
IBM,Business Analyst - CIO,"Bengaluru, Karnataka",4.1 of stars rating,PostedToday,Bengaluru
Allstate Insurance Company,ATSV-Data Analytics-Cons I,India,3.7 of stars rating,Posted2 days ago,Remote Job(based in India)
AWC Consulting,Data Analyst,"Noida, Uttar Pradesh",4.0 of stars rating,Posted16 days ago,Noida
Flipkart,Senior Data Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
Crowe,Data Analyst - Ingestion,"Noida, Uttar Pradesh",3.8 of stars rating,Posted30+ days ago,Noida
PwC,Market Intelligence Analyst - Senior Associate,"Bengaluru, Karnataka",3.4 of stars rating,Posted1 day ago,Bengaluru
Goldman Sachs,Internal Audit-BENGALURU-Analyst-Data Analytics,"Bengaluru, Karnataka",3.5 of stars rating,Posted30+ days ago,Bengaluru
Deloitte,Associate Analyst -U.S. India Tax-Tax Clients & Markets - Hyderabad,"Hyderabad, Telangana",4.2 of stars rating,Posted30+ days ago,Hyderabad
Vipany Group,Research Analyst,"Hyderabad, Telangana",4.1 of stars rating,Posted2 days ago,Hyderabad
JLL,Space Data Management Analyst,"Gurgaon, Haryana",3.5 of stars rating,Posted13 days ago,Gurgaon
Coforge Ltd.,Data Analyst- Hadoop Developer,"Kolkata, West Bengal+4 locations",3.9 of stars rating,Posted5 days ago,Kolkata
Deloitte,Senior Analyst - Global & US Strategy Research - Hyd/Blr/Mum/Ggm,"Bengaluru, Karnataka",3.6 of stars rating,Posted15 days ago,Bengaluru
Honeywell,Finance Analyst,"Bengaluru, Karnataka",4.0 of stars rating,PostedToday,Bengaluru
Crisil,Senior Research Analyst,"Pune, Maharashtra+1 location",3.7 of stars rating,Posted6 days ago,Pune
Dynata,Data Analyst,"Hyderabad, Telangana",4.2 of stars rating,Posted30+ days ago,Hyderabad
Glide Invest,Associate Product - Marketing Analyst,"Mumbai, Maharashtra",3.9 of stars rating,Posted14 days ago,Mumbai
Shell,Data Analyst,"Bengaluru, Karnataka",3.9 of stars rating,PostedToday,Bengaluru
Six Sigma,Data Analyst,"Mumbai, Maharashtra+2 locations",3.4 of stars rating,Posted6 days ago,Mumbai
PwC,Data & Analytics Tech - Talend - Senior Associate,"Bengaluru, Karnataka",4.0 of stars rating,Posted1 day ago,Bengaluru
Nath Outsourcing Solutions,Data Analyst,Punjab,3.9 of stars rating,Posted30+ days ago,Punjab
RingCentral,Junior Revenue Data Analyst,"Gurgaon, Haryana",4.1 of stars rating,Posted30+ days ago,Gurgaon
Newfold Digital,Analyst - Abuse Mitigation & Compliance,"Temporarily Remote in Mumbai, Maharashtra",3.9 of stars rating,Posted1 day ago,Temporarily Remote in Mumbai
ZM Financial Systems,Technical Support Analyst-Remote,"Remote in Bengaluru, Karnataka",4.5 of stars rating,Posted6 days ago,Remote in Bengaluru
Accenture,Senior Analyst-Data Maintenance,"Bengaluru, Karnataka+1 location",4.0 of stars rating,Posted30+ days ago,Bengaluru
IBM,Business Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted5 days ago,Bengaluru
"Medpace, Inc.",Data Standard Analyst,"Navi Mumbai, Maharashtra",4.0 of stars rating,Posted9 days ago,Navi Mumbai
Citi,Ref Data Mgmt Analyst 1 C09,"Gurgaon, Haryana+1 location",4.0 of stars rating,Posted30+ days ago,Gurgaon
Terra Economics & Analytics Lab (TEAL),Data Quality Analyst,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Schneider Electric,Master Data Analyst- Nordics,"Gurgaon, Haryana",4.0 of stars rating,Posted30+ days ago,Gurgaon
Standard Chartered,Data Management Analyst,"Bengaluru, Karnataka",3.6 of stars rating,Posted30+ days ago,Bengaluru
"Mojocare, Alpha Digital Health",Data Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted21 days ago,Bengaluru
United Airlines Inc.,Senior Analyst - Loyalty Data Analytics,"Gurgaon, Haryana",3.8 of stars rating,Posted3 days ago,Gurgaon
impress.ai,JUNIOR DATA ANALYST – INTERNSHIP,India,3.7 of stars rating,Posted30+ days ago,Remote Job(based in India)
Softenger,Business analyst,"Pune, Maharashtra",4.0 of stars rating,Posted3 days ago,Pune
Practo Technologies,analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
Red Hat Software,Data Information Analyst,"Pune, Maharashtra",3.9 of stars rating,Posted30+ days ago,Pune
Deloitte,USI-EH22-EA-CMG-Research and Insights- HEI-Data Analyst-Senior Analyst,"Hyderabad, Telangana",4.6 of stars rating,Posted30+ days ago,Hyderabad
AkzoNobel,Business Analyst,"Pune, Maharashtra",3.6 of stars rating,Posted1 day ago,Pune
Wiley,Data & Compliance Analyst,"Noida, Uttar Pradesh",3.8 of stars rating,Posted12 days ago,Noida
MasterCard,Lead Security Monitoring and Response Analyst,"Pune, Maharashtra",3.2 of stars rating,Posted26 days ago,Pune
Deloitte,Senior Analyst-Global Rates-GFS,"Hyderabad, Telangana",4.0 of stars rating,Posted8 days ago,Hyderabad
Solera,Data Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
Kaplan,Market Data Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted28 days ago,Bengaluru
Honeywell,Finance System Analyst,"Bengaluru, Karnataka",3.5 of stars rating,Posted30+ days ago,Bengaluru
"JPMorgan Chase Bank, N.A.","Associate, Auto Data Analytics","Bengaluru, Karnataka",3.1 of stars rating,PostedJust posted,Bengaluru
Rubrik Job Board,Partner Sales Operations Analyst,"Bengaluru, Karnataka",3.9 of stars rating,PostedJust posted,Bengaluru
Talent Corner HR Services Pvt. Ltd.,Urgent Requirement For Data Analyst in Gurgaon Location,"Gurgaon, Haryana",4.3 of stars rating,Posted28 days ago,Gurgaon
Six Sigma,Financial Data Analyst,"Pune, Maharashtra+2 locations",4.0 of stars rating,Posted7 days ago,Pune
SCRUFF,Product Engineer I - Matching/ Data Analyst,"Kurla, Mumbai, Maharashtra",4.0 of stars rating,PostedJust posted,Kurla
Flipkart,Senior Data Analyst - FPG,"Bengaluru, Karnataka",3.6 of stars rating,Posted30+ days ago,Bengaluru
MiQ Digital,"Intern- Business & Marketing Analyst, India","Mumbai, Maharashtra",3.9 of stars rating,Posted5 days ago,Mumbai
Comcast,Data Visualization Engineer 2,"Chennai, Tamil Nadu",4.3 of stars rating,PostedToday,Chennai
Novartis,Senior Analyst Database Operations(Rave Programmer),"Hyderabad, Telangana",4.1 of stars rating,PostedToday,Hyderabad
Deloitte,Senior Analyst - Global Risk Sensing,"Hyderabad, Telangana",3.9 of stars rating,Posted30+ days ago,Hyderabad
Reckitt,Senior Data Analyst-Process Mining,"Hyderabad, Telangana",4.0 of stars rating,Posted6 days ago,Hyderabad
Deloitte,Analyst/Consultant-Big Data Testing,"Bengaluru, Karnataka",3.8 of stars rating,Posted30+ days ago,Bengaluru
AIMLEAP - Outsource Bigdata,Data Analyst – Excel Operators,"Bengaluru, Karnataka",3.8 of stars rating,Posted30+ days ago,Bengaluru
Honeywell,Data Warehouse Analyst,"Bengaluru, Karnataka",3.9 of stars rating,Posted6 days ago,Bengaluru
IQVIA,AdHoc Reporting Business Analyst,"Bengaluru, Karnataka",3.8 of stars rating,Posted1 day ago,Bengaluru
Standard Chartered,"Analyst, Data Strategy","Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Maersk,Project Analyst,"Mumbai, Maharashtra",3.8 of stars rating,Posted1 day ago,Mumbai
Accenture,Analyst-Risk & compliance,"Bengaluru, Karnataka+2 locations",3.9 of stars rating,PostedToday,Bengaluru
Ketto,Product Analyst,"Mumbai, Maharashtra",3.9 of stars rating,Posted20 days ago,Mumbai
NTT DATA,Business Partner Analyst,"Coimbatore, Tamil Nadu",4.0 of stars rating,Posted30+ days ago,Coimbatore
Standard Chartered,Business Analyst,"Chennai, Tamil Nadu+1 location",3.8 of stars rating,Posted2 days ago,Chennai
UA Brands,Business Data Analyst,"Temporarily Remote in Pune, Maharashtra",3.7 of stars rating,Posted6 days ago,Temporarily Remote in Pune
ESA- Jones Lang LaSalle Property Consultants...,Senior Product Analyst,"Bengaluru, Karnataka",4.1 of stars rating,PostedToday,Bengaluru
Ubisoft,Intern PMO Analyst,"Pune, Maharashtra",3.8 of stars rating,Posted19 days ago,Pune
Accenture,Analyst-Data Maintenance,"Bengaluru, Karnataka",4.3 of stars rating,Posted30+ days ago,Bengaluru
PUMA,MANAGER BI ANALYST,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
HP,Financial Analyst I - SP 1647,"Bengaluru, Karnataka",4.0 of stars rating,Posted5 days ago,Bengaluru
McKinsey & Company,"Solution Delivery Analyst - HALO, Social, Healthcare and Public Entities","Gurgaon, Haryana",3.9 of stars rating,Posted8 days ago,Gurgaon
Deloitte,Reporting & Analytics - Analyst,"Bengaluru, Karnataka",4.3 of stars rating,Posted30+ days ago,Bengaluru
MasterCard,Network Operations Analyst I,"Pune, Maharashtra",4.1 of stars rating,Posted13 days ago,Pune
Schneider Electric,Global Business Data Analyst,"Bengaluru, Karnataka",3.6 of stars rating,Posted30+ days ago,Bengaluru
Michelin,Business Analyst -Data,"Pune, Maharashtra",3.5 of stars rating,Posted14 days ago,Pune
Standard Chartered,Business Analyst,"Chennai, Tamil Nadu+1 location",4.0 of stars rating,Posted2 days ago,Chennai
LSEG (London Stock Exchange Group),Data Standardization Analyst,"Bengaluru, Karnataka",3.0 of stars rating,Posted5 days ago,Bengaluru
Bajaj FinServ,Senior Data Analyst/Senior Data Analyst,"Pune, Maharashtra",3.6 of stars rating,Posted21 days ago,Pune
TaskUS,Fraud and Risk Analyst,"Gurgaon, Haryana",4.0 of stars rating,Posted1 day ago,Gurgaon
NatWest Markets,Business Analyst,"Gurgaon, Haryana+1 location",3.8 of stars rating,Posted1 day ago,Gurgaon
Surgical Notes RCM LLC,Data Analyst,"Noida, Uttar Pradesh",3.5 of stars rating,Posted7 days ago,Noida
Walmart Global Tech India,Staff Data Analyst (MINT),"Bengaluru, Karnataka",3.6 of stars rating,Posted30+ days ago,Bengaluru
NTT DATA,Business Partner Analyst,"Coimbatore, Tamil Nadu",3.8 of stars rating,Posted30+ days ago,Coimbatore
Cardinal Health,"Analyst, Master Data - LEI","Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
FINDOC INVESTMART PVT. LTD.,Data Science/Data Analyst,"Ludhiana, Punjab",3.8 of stars rating,Posted30+ days ago,Ludhiana
Boston Consulting Group,Global Data Governance Analyst,"New Delhi, Delhi",3.9 of stars rating,Posted5 days ago,New Delhi
Motorola Solutions,Business Systems Analyst,"Bengaluru, Karnataka",4.1 of stars rating,Posted30+ days ago,Bengaluru
Cardinal Health,"Analyst, Supplier Master Data","Bengaluru, Karnataka",3.5 of stars rating,Posted16 days ago,Bengaluru
"JPMorgan Chase Bank, N.A.",Asset Management - Sales Support - Analyst / Associate,"Mumbai, Maharashtra",3.7 of stars rating,Posted1 day ago,Mumbai
"Frost and Sullivan, Inc.",Research Analyst,Remote in Tamil Nadu+2 locations,3.9 of stars rating,Posted8 days ago,Remote in Tamil Nadu+2 locations
Smith & Nephew,Business Analytics - Data Analyst,"Kharadi, Pune, Maharashtra",3.9 of stars rating,Posted7 days ago,Kharadi
CREDIT FAIR,Data & MIS Analyst,"Mumbai, Maharashtra",3.6 of stars rating,Posted30+ days ago,Mumbai
Deloitte,Data Scientist - Senior Analyst,"Hyderabad, Telangana",4.0 of stars rating,Posted30+ days ago,Hyderabad
Genesys,Revenue Data Analyst,"Temporarily Remote in Chennai, Tamil Nadu",4.0 of stars rating,Posted5 days ago,Temporarily Remote in Chennai
Microsoft,Cloud Solution Architect - Data & Analytics,"Mumbai, Maharashtra",3.9 of stars rating,Posted6 days ago,Mumbai
Schneider Electric,Data Analyst - Project Performance,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Schneider Electric,Data & Performance Strategy & Insight Data Analyst,"Bengaluru, Karnataka",2.8 of stars rating,Posted30+ days ago,Bengaluru
NTT DATA,Data Center Ops Senior Analyst,"Chennai, Tamil Nadu",3.9 of stars rating,Posted2 days ago,Chennai
Deloitte,Analyst - Discipline - Risk and Brand Protection - Hyderabad,"Hyderabad, Telangana",4.1 of stars rating,Posted30+ days ago,Hyderabad
"JPMorgan Chase Bank, N.A.",Business Data Analyst / Business Systems Analyst,"Mumbai, Maharashtra",3.9 of stars rating,Posted27 days ago,Mumbai
Amex,Business Analyst / Assistant Manager - Data Science & Analytics,"Gurgaon, Haryana",4.0 of stars rating,Posted30+ days ago,Gurgaon
Dexlock,Business Analyst,"Kanayannur, Kerala",4.0 of stars rating,Posted2 days ago,Kanayannur
Citi,FP&A GPO Product Analyst - Data Infrstructure,"Mumbai, Maharashtra",3.9 of stars rating,Posted30+ days ago,Mumbai
Consilio LLC,eDiscovery - Legal Data Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted30+ days ago,Bengaluru
OPK eServices,Junior/Senior Data Analyst,"Gurgaon, Haryana",3.7 of stars rating,Posted30+ days ago,Gurgaon
EY,CRL2.0 Data Analytics - Senior,"Thiruvananthapuram, Kerala+1 location",3.5 of stars rating,Posted18 days ago,Thiruvananthapuram
Standard Chartered,"Analyst, Development","Chennai, Tamil Nadu",4.0 of stars rating,Posted1 day ago,Chennai
Deloitte,NSE - Senior Analyst – CRP,"Hyderabad, Telangana",3.3 of stars rating,Posted3 days ago,Hyderabad
Vahan,Business Analyst,"Bengaluru, Karnataka",4.0 of stars rating,Posted14 days ago,Bengaluru
MedGenome Labs,Bioinformatics Analyst,India,4.0 of stars rating,Posted30+ days ago,Remote Job(based in India)
IBM,Financial Analyst in UKI Market,"Bengaluru, Karnataka",3.8 of stars rating,PostedToday,Bengaluru
Accenture,Analyst-Data Science,"Mumbai, Maharashtra+1 location",3.4 of stars rating,Posted30+ days ago,Mumbai
UnitedHealth Group,"Senior Data Engineering Analyst - Hyderabad, TG","Hyderabad, Telangana",4.3 of stars rating,Posted14 days ago,Hyderabad
NOKIA,SAM Data Automation Analyst,"Noida, Uttar Pradesh",3.5 of stars rating,Posted17 days ago,Noida
Ameriprise Financial,Data Analyst,"Gurgaon, Haryana+1 location",4.1 of stars rating,Posted30+ days ago,Gurgaon
Honeywell,Logistics Analyst 1,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
Deloitte,Analyst - Project Management for Marketing team- Hyderabad,"Hyderabad, Telangana",4.3 of stars rating,Posted30+ days ago,Hyderabad
Legalwiz,Data Analyst,India,3.7 of stars rating,Posted30+ days ago,Remote Job(based in India)
Siemens Healthineers India LLP,Business Analyst - Data Engineering & Analytics,"Bengaluru, Karnataka",4.0 of stars rating,Posted5 days ago,Bengaluru
SCRUFF,Product Engineer I - Matching/ Data Analyst,"Kurla, Mumbai, Maharashtra",3.7 of stars rating,PostedJust posted,Kurla
IBM,Business Analyst: ADM,"Gurgaon, Haryana+7 locations",3.4 of stars rating,PostedToday,Gurgaon
Stemmons Business Services,Operations Analyst,"Vadodara, Gujarat",3.9 of stars rating,Posted8 days ago,Vadodara
Diebold Nixdorf,Associate IT Analyst-Data Center Operations,"Hyderabad, Telangana",4.0 of stars rating,PostedToday,Hyderabad
Genpact,Lead Consultant- Data Visualization,"Gurgaon, Haryana",4.0 of stars rating,PostedToday,Gurgaon
Citco,Fund Services.Business Analyst,"Hyderabad, Telangana",3.6 of stars rating,Posted1 day ago,Hyderabad
Bridgetree,Senior Data Analyst,"Bengaluru, Karnataka",3.9 of stars rating,Posted30+ days ago,Bengaluru
EY,Analyst - Independence - Risk Management Services,"Gurgaon, Haryana",3.8 of stars rating,Posted22 days ago,Gurgaon
PwC,Data & Analytics Tech - Talend - Senior Associate,"Bengaluru, Karnataka",4.0 of stars rating,Posted1 day ago,Bengaluru
Flipkart,"Data Analyst (Python, SQL, Excel)","Bengaluru, Karnataka",3.5 of stars rating,Posted30+ days ago,Bengaluru
DarioHealth,Senior Data Analyst,India,4.0 of stars rating,Posted27 days ago,Remote Job(based in India)
Casepoint Pvt. Ltd.,eDiscovery Analyst,"Surat, Gujarat",4.0 of stars rating,Posted30+ days ago,Surat
BNY Mellon,"Analyst, CltOnbdg/Tran/Con/KYC","Pune, Maharashtra",3.7 of stars rating,Posted30+ days ago,Pune
DXC Technology,Associate Professional Business Analyst (51000196),"Hyderabad, Telangana+1 location",3.9 of stars rating,PostedToday,Hyderabad
